old_url,new_key,new_url
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/kuang-si-waterfall/a3bf2c22-91c3-4239-b737-b25ae565f6ae-img_1662.webp,legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/a3bf2c22-91c3-4239-b737-b25ae565f6ae-img_1662.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/kuang-si-waterfall/a3bf2c22-91c3-4239-b737-b25ae565f6ae-img_1662.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mekong-river-cruise/104f2dfa-aba7-4bbe-87f5-b43f509d3d11-riverc3.webp,legacy/blob/media/sights/luang-prabang/mekong-river-cruise/104f2dfa-aba7-4bbe-87f5-b43f509d3d11-riverc3.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mekong-river-cruise/104f2dfa-aba7-4bbe-87f5-b43f509d3d11-riverc3.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mekong-river-cruise/4fb14505-1de8-441c-9911-8501cc8b2967-rivercruise.webp,legacy/blob/media/sights/luang-prabang/mekong-river-cruise/4fb14505-1de8-441c-9911-8501cc8b2967-rivercruise.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mekong-river-cruise/4fb14505-1de8-441c-9911-8501cc8b2967-rivercruise.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/ban-xanghai/e611f61f-a47b-480b-8aa7-6c736168959d-banxanghai2.jpg,legacy/blob/media/sights/luang-prabang/ban-xanghai/e611f61f-a47b-480b-8aa7-6c736168959d-banxanghai2.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/ban-xanghai/e611f61f-a47b-480b-8aa7-6c736168959d-banxanghai2.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/morning-market-lpb/4fe99184-eec3-4e2d-ba1a-8979c4e8f086-luang-prabang-morning-market-2.webp,legacy/blob/media/sights/luang-prabang/morning-market-lpb/4fe99184-eec3-4e2d-ba1a-8979c4e8f086-luang-prabang-morning-market-2.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/morning-market-lpb/4fe99184-eec3-4e2d-ba1a-8979c4e8f086-luang-prabang-morning-market-2.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mount-phousi/4b401dbf-d279-4c13-817a-39a5516a244d-phousi4.jpg,legacy/blob/media/sights/luang-prabang/mount-phousi/4b401dbf-d279-4c13-817a-39a5516a244d-phousi4.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mount-phousi/4b401dbf-d279-4c13-817a-39a5516a244d-phousi4.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mount-phousi/8ddd9805-a94d-4932-9c61-35c9e966c979-phousi2.jpg,legacy/blob/media/sights/luang-prabang/mount-phousi/8ddd9805-a94d-4932-9c61-35c9e966c979-phousi2.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mount-phousi/8ddd9805-a94d-4932-9c61-35c9e966c979-phousi2.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mount-phousi/5d371804-b1af-46e0-be80-bbd43bafd93b-phousi.jpg,legacy/blob/media/sights/luang-prabang/mount-phousi/5d371804-b1af-46e0-be80-bbd43bafd93b-phousi.jpg,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mount-phousi/5d371804-b1af-46e0-be80-bbd43bafd93b-phousi.jpg
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mekong-river-cruise/687fb70b-2d9b-433a-bf73-c3d6d3df74a6-riverc2.webp,legacy/blob/media/sights/luang-prabang/mekong-river-cruise/687fb70b-2d9b-433a-bf73-c3d6d3df74a6-riverc2.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mekong-river-cruise/687fb70b-2d9b-433a-bf73-c3d6d3df74a6-riverc2.webp
https://njs8lijpclsnzha2.public.blob.vercel-storage.com/media/sights/luang-prabang/mount-phousi/93f5f5cd-dbcf-464b-983a-1d371f155c42-phousi3.webp,legacy/blob/media/sights/luang-prabang/mount-phousi/93f5f5cd-dbcf-464b-983a-1d371f155c42-phousi3.webp,https://media.seawhere.com/legacy/blob/media/sights/luang-prabang/mount-phousi/93f5f5cd-dbcf-464b-983a-1d371f155c42-phousi3.webp
